prompt,label
"IT embody obvious that afterwards returning i was tired and the night is think to sleep ! .",0
"When I have been in Europe using this, I can save a lot of money.",0
"I agree with that concept to involve the risk and go for the newfangled field .",0
"I agree with this concept to take the risk and opt for the new field.",0
"single naturally get to bed that I do n't really want to know .",0
"Adult content to sent their chirdren to school to contact these different kinds of , class .",0
"Sometimes, even a personality, like a famous actor, becomes this voice worthy of truth.",0
"consider by we",0
"Do we consider her an intelligent girl?",0
"When someone have more than one donnish subject IT would be more amazing , interresting , positivist , great , and helpfull .",0
"Yes that 's right but there are some young people people think about the idealism of his country about their comunities in Indonesia about their friend who ca n't eat , who ca n't go to school . ?",0
"For example, when I was at school, my geography 'Ploto' was the last planet, but the recent studies published that 'Ploto' is not a planet of some different ChracterictCs at all.",0
"take by it",0
